<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
GTN,20181001,7.5385,7.6308,7.2308,7.2615,4642860
GTN,20181002,7.3538,7.7538,7.3538,7.6923,3915070
GTN,20181003,7.7538,7.7538,7.4461,7.5077,1767340
GTN,20181004,7.5077,7.6000,7.2923,7.3231,2247330
GTN,20181005,7.2923,7.6923,7.2923,7.3231,2148980
GTN,20181008,7.2616,7.3846,7.1693,7.2615,1230590
GTN,20181009,7.2615,7.3846,7.2307,7.2923,943910
GTN,20181010,7.2923,7.3846,7.2000,7.2308,922590
GTN,20181011,6.8923,6.9846,6.7385,6.7385,2865560
GTN,20181012,6.4923,6.8308,6.3693,6.8000,2034270
GTN,20181015,6.6769,6.8000,6.4615,6.5846,783710
GTN,20181016,6.5231,6.8615,6.5231,6.8615,534530
GTN,20181017,6.8923,7.1077,6.7692,6.9231,794750
GTN,20181018,6.8308,6.8923,6.7077,6.7077,403310
GTN,20181019,6.5231,6.7077,6.4923,6.7077,724240
GTN,20181022,6.6462,6.8308,6.6154,6.6154,366950
GTN,20181023,6.6154,6.6462,6.2769,6.5231,837830
GTN,20181024,6.4923,6.5846,6.4000,6.4308,356460
GTN,20181025,6.1539,6.3693,6.1539,6.2462,1430890
GTN,20181026,6.2154,6.4616,6.0924,6.1538,1137410
GTN,20181029,6.1538,6.1538,5.9076,5.9077,453260
GTN,20181030,5.7415,5.8462,5.5385,5.6738,1637660
GTN,20181031,5.7230,5.9692,5.6738,5.9508,640680
GTN,20181101,5.9508,6.0923,5.7970,5.8215,591230
GTN,20181102,5.8215,6.1230,5.8215,6.0923,855840
GTN,20181105,6.0923,6.3385,6.0615,6.1477,1012820
GTN,20181106,6.1539,6.5539,6.1539,6.4923,2143100
GTN,20181107,6.5231,6.6154,6.3692,6.4615,1356560
GTN,20181108,6.6153,6.7077,6.4615,6.6769,1552630
GTN,20181109,6.7384,6.8307,6.6769,6.7385,2222950
GTN,20181112,6.6770,6.7385,6.4308,6.5846,1039890
GTN,20181113,6.5231,6.7077,6.4000,6.6462,628150
GTN,20181114,6.6462,6.8000,6.6154,6.6462,774510
GTN,20181115,6.6154,6.9539,6.6154,6.8615,1283330
GTN,20181116,6.9538,6.9538,6.7077,6.8000,668330
GTN,20181119,6.8615,6.8615,6.7385,6.7385,677700
GTN,20181120,6.5847,6.7693,6.5847,6.6462,324450
GTN,20181121,6.4924,6.6462,6.4000,6.5231,374220
GTN,20181122,6.5539,6.7077,6.4616,6.5231,261350
GTN,20181123,6.5846,6.5846,6.4615,6.4615,513280
GTN,20181126,6.5230,6.7692,6.4615,6.6462,485220
GTN,20181127,6.7385,6.7385,6.5846,6.5846,612990
GTN,20181128,6.5538,6.7077,6.5538,6.7077,344460
GTN,20181129,6.7385,6.7385,6.6154,6.6154,496080
GTN,20181130,6.5846,6.7077,6.5846,6.6769,495120
GTN,20181203,6.7384,6.9538,6.7077,6.8615,1072820
GTN,20181204,6.8000,6.9230,6.8000,6.8615,485860
GTN,20181205,6.7692,6.8923,6.7692,6.8308,492070
GTN,20181206,6.7385,6.8616,6.7385,6.8000,573730
GTN,20181207,6.8000,7.1077,6.8000,7.0462,1922380
GTN,20181210,6.9231,6.9847,6.8616,6.9231,655810
GTN,20181211,6.8923,6.8923,6.7077,6.7385,456290
GTN,20181212,6.7385,6.8308,6.7077,6.7692,257080
GTN,20181213,6.7692,6.8923,6.6154,6.6154,1009980
GTN,20181214,6.6154,6.6769,6.5539,6.5846,280980
GTN,20181217,6.4615,6.5846,6.4615,6.4615,345270
GTN,20181218,6.3384,6.4000,6.1230,6.1846,763710
GTN,20181219,6.2154,6.2154,6.0923,6.1231,433090
GTN,20181220,6.1231,6.1293,6.0185,6.0246,399850
GTN,20181221,6.0246,6.1538,5.9077,6.1538,324820
GTN,20181224,6.1538,6.2153,6.0923,6.1538,287840
GTN,20181225,5.9692,6.1538,5.8461,6.1538,940830
GTN,20181226,6.1538,6.2153,6.0923,6.1846,172360
GTN,20181227,6.4308,6.4923,6.2154,6.3692,500890
GTN,20181228,6.3384,6.4000,6.2769,6.3385,671700
GTN,20190102,6.4000,6.4616,6.1538,6.1538,443250
GTN,20190103,6.0923,6.2769,6.0615,6.2769,473930
GTN,20190104,6.1538,6.2769,6.0923,6.1538,398480
GTN,20190107,6.3384,6.4000,6.1538,6.2769,422130
GTN,20190108,6.3384,6.3692,6.2461,6.3385,396290
GTN,20190109,6.3385,6.3693,6.2770,6.3077,146170
GTN,20190110,6.4308,6.4308,6.2462,6.2462,114870
GTN,20190111,6.2462,6.3077,6.2154,6.2462,179860
GTN,20190114,6.2770,6.2770,6.1231,6.2154,225070
GTN,20190115,6.1231,6.2154,6.1231,6.2154,151910
GTN,20190116,6.2769,6.4308,6.2154,6.3692,659480
GTN,20190117,6.4000,6.4307,6.3692,6.4000,577060
GTN,20190118,6.4308,6.4308,6.3692,6.3692,304690
GTN,20190121,6.4307,6.4307,6.3384,6.4000,374810
GTN,20190122,6.4615,6.7077,6.4308,6.6154,834140
GTN,20190123,6.5846,6.7077,6.5539,6.5846,381850
GTN,20190124,6.5846,6.8000,6.5846,6.7692,1249120
GTN,20190125,6.8307,6.8307,6.6461,6.6769,633140
GTN,20190128,6.5846,6.6461,6.5538,6.5846,385340
GTN,20190129,6.5846,6.6154,6.5231,6.6154,492660
GTN,20190130,6.7077,6.7692,6.6769,6.7385,1125160
GTN,20190131,6.6154,6.7077,6.5847,6.6769,642560
GTN,20190201,6.7077,6.7077,6.6154,6.7077,113960
GTN,20190211,6.6462,6.7692,6.5846,6.7077,279910
GTN,20190212,6.7077,6.8615,6.7077,6.8615,628250
GTN,20190213,6.8307,7.3231,6.8307,7.3231,1919900
GTN,20190214,7.4462,7.4462,7.2000,7.2308,355510
GTN,20190215,7.2308,7.2308,7.0154,7.0769,477920
GTN,20190218,7.0769,7.2615,7.0769,7.2615,859020
GTN,20190219,7.3230,7.3846,7.1384,7.1385,1432490
GTN,20190220,7.2000,7.2616,7.0462,7.0462,422400
GTN,20190221,7.0462,7.0770,6.8924,6.9846,463820
GTN,20190222,6.9846,7.0154,6.9538,6.9846,218720
GTN,20190225,6.9846,7.2000,6.9846,7.2000,751490
GTN,20190226,7.2615,7.6000,7.2615,7.5692,3277030
GTN,20190227,7.8769,8.0923,7.8769,8.0923,7777310
GTN,20190228,8.6461,8.6462,8.6461,8.6462,1274860
GTN,20190301,9.1385,9.2308,8.6462,9.2308,5373660
GTN,20190304,9.2308,9.5385,8.8923,9.2308,3153570
GTN,20190305,9.1693,9.3846,9.1385,9.2923,1793150
GTN,20190306,9.2308,9.4769,9.2308,9.3538,1149980
GTN,20190307,9.3538,9.8153,9.2000,9.6000,775680
GTN,20190308,9.6615,10.2462,9.5385,9.9692,2201620
GTN,20190311,10.1538,10.1846,9.9692,9.9692,353480
GTN,20190312,10.1538,10.1538,9.6615,10.0923,522170
GTN,20190313,9.8461,10.2769,9.6000,9.8462,1619330
GTN,20190314,9.8462,10.5231,9.7231,10.5231,1126780
GTN,20190315,11.2308,11.2308,11.0769,11.2308,4076330
GTN,20190318,11.5077,12.0000,11.2308,12.0000,1325800
GTN,20190319,12.3077,12.8308,12.1846,12.3385,1611390
GTN,20190320,12.3077,12.3385,11.5693,11.7538,1147530
GTN,20190321,11.7538,12.3692,11.6923,11.8154,1081940
GTN,20190322,11.8154,11.8462,11.0154,11.0154,1009970
GTN,20190325,10.4616,10.4616,10.2462,10.2462,667590
GTN,20190326,10.2462,10.2462,9.7231,10.2154,1181770
GTN,20190327,10.4616,10.9231,10.4616,10.9231,522710
GTN,20190328,11.2308,11.6616,10.6462,10.6462,1190910
GTN,20190329,10.3385,10.6462,10.0924,10.2154,545030
GTN,20190401,10.2154,10.4000,10.1846,10.2154,334440
GTN,20190402,10.2154,10.4000,10.1231,10.1538,445490
GTN,20190403,10.1538,10.2153,9.7230,10.1538,481170
GTN,20190404,10.1538,10.3692,9.8461,10.1538,253070
GTN,20190405,10.0307,10.5230,10.0307,10.3385,225290
GTN,20190408,10.4000,10.4000,10.0923,10.2769,268060
GTN,20190409,10.3077,10.3077,10.0923,10.1231,391040
GTN,20190410,10.1231,10.1231,9.8462,9.8462,456060
GTN,20190411,10.5231,10.5231,10.4616,10.5231,401240
GTN,20190412,11.0769,11.1077,10.5231,10.5231,1103250
GTN,20190416,10.5231,10.9846,10.2154,10.9846,310910
GTN,20190417,10.8308,11.2000,10.6461,10.6462,330190
GTN,20190418,10.7693,10.7693,10.2154,10.2769,307210
GTN,20190419,10.2769,10.7077,10.2769,10.3385,167000
GTN,20190422,10.3385,10.4923,10.2770,10.4615,120660
GTN,20190423,10.4000,10.6461,10.1538,10.4308,246990
GTN,20190424,10.5539,10.5539,10.2462,10.3692,144610
GTN,20190425,10.4000,10.4000,10.2154,10.3692,257470
GTN,20190426,10.2769,10.4307,10.2769,10.3692,272660
GTN,20190502,10.4307,10.6769,10.3384,10.6462,327100
GTN,20190503,10.7077,11.0462,10.5231,10.8000,371080
GTN,20190506,10.7692,11.3846,10.5231,11.3231,586920
GTN,20190507,11.3231,12.0923,11.3231,11.6923,720800
GTN,20190508,11.6000,11.6000,11.2615,11.3846,228940
GTN,20190509,11.3538,11.7538,11.0154,11.2000,520380
GTN,20190510,11.1385,11.5692,11.0769,11.2923,400390
GTN,20190513,11.1385,11.3231,11.0769,11.1385,242090
GTN,20190514,11.0770,11.3231,11.0462,11.1385,367790
GTN,20190515,11.1077,11.6308,11.1077,11.3538,587820
GTN,20190516,11.3538,11.5076,11.2923,11.3231,260430
GTN,20190517,11.3539,11.3846,11.1077,11.1385,193470
GTN,20190520,11.0462,11.1385,10.8923,11.0769,478250
GTN,20190521,11.0769,11.1077,10.6154,10.8615,380400
GTN,20190522,10.7077,11.2000,10.7077,11.1692,485900
GTN,20190523,11.2000,11.3846,11.0769,11.2923,347370
GTN,20190524,11.0769,11.2923,11.0769,11.2000,256390
GTN,20190527,10.8615,11.4769,10.8615,11.3846,318310
GTN,20190528,11.4154,11.6923,11.4154,11.4769,425400
GTN,20190529,11.3538,12.1231,11.3538,11.9385,770280
GTN,20190530,11.9385,12.3077,11.7539,11.8154,266260
GTN,20190531,11.7539,12.0616,11.7231,11.7231,227660
GTN,20190603,11.5077,11.9385,11.3231,11.5692,541820
GTN,20190604,11.5692,12.3077,11.5692,12.1231,479380
GTN,20190605,12.3077,12.7693,12.0616,12.1231,1018210
GTN,20190606,12.1231,12.1231,11.6923,12.0000,219460
GTN,20190607,11.8154,12.1846,11.7538,11.8154,316690
GTN,20190610,11.8154,11.8154,11.2000,11.2000,583980
GTN,20190611,11.2000,11.4462,11.1692,11.3538,167020
GTN,20190612,11.2615,11.5692,11.1384,11.5692,223150
GTN,20190613,11.3846,11.6923,11.3846,11.6308,219600
GTN,20190614,11.6308,12.0000,11.6308,11.7846,368120
GTN,20190617,11.8154,11.8154,11.6308,11.6615,107470
GTN,20190618,11.5077,11.7538,11.4461,11.6923,172090
GTN,20190619,11.8769,11.9692,11.6923,11.7846,211880
GTN,20190620,11.7846,11.7846,11.5077,11.5692,172680
GTN,20190621,11.6307,11.6923,11.5692,11.6308,148820
GTN,20190624,11.4462,11.6923,11.4462,11.4462,146770
GTN,20190625,11.6308,11.6308,11.4154,11.4462,79590
GTN,20190626,11.4462,12.0000,11.0154,11.0154,640750
GTN,20190627,11.5385,11.5385,10.9538,10.9538,455660
GTN,20190628,11.0769,11.3230,10.8923,11.2615,196580
GTN,20190701,11.2615,11.2615,10.9230,11.2615,297430
GTN,20190702,11.1384,11.2000,11.0461,11.0462,91930
GTN,20190703,11.0462,11.2000,10.9847,11.0769,107900
GTN,20190704,11.2307,11.2923,11.1077,11.1692,188890
GTN,20190705,11.2307,11.6923,11.2307,11.4154,388700
GTN,20190708,11.5385,11.5385,11.2615,11.2615,125400
GTN,20190709,11.4769,11.5384,11.2615,11.4462,199800
GTN,20190710,11.4462,11.6924,11.3538,11.3538,277090
GTN,20190711,11.3538,11.4769,11.2923,11.4462,310370
GTN,20190712,11.5077,11.5077,11.2308,11.2308,239880
GTN,20190715,11.1693,11.2923,11.1385,11.1692,225630
GTN,20190716,11.1077,11.2615,11.0769,11.2000,187350
GTN,20190717,11.2000,11.2000,11.0769,11.1692,147000
GTN,20190718,11.0769,11.1384,10.9538,10.9538,231900
GTN,20190719,10.9538,11.0769,10.9538,10.9538,82160
GTN,20190722,10.9846,11.0461,10.8615,10.8615,178060
GTN,20190723,10.9230,11.0153,10.9230,10.9231,188910
GTN,20190724,10.9231,10.9539,10.5539,10.8000,274720
GTN,20190725,10.8308,10.9846,10.6769,10.9846,152390
GTN,20190726,10.7692,11.0154,10.7692,11.0154,208530
GTN,20190729,10.9539,11.2923,10.8308,11.1692,260380
GTN,20190730,11.3230,11.3230,11.0769,11.0769,158920
GTN,20190731,10.8923,11.1384,10.8923,11.1077,156900
GTN,20190801,11.0769,11.5692,11.0769,11.5692,391170
GTN,20190802,11.5077,12.1230,11.3846,12.0615,703820
GTN,20190805,12.0615,12.0615,11.4461,11.6923,381130
GTN,20190806,11.4461,11.7538,11.4461,11.6923,168170
GTN,20190807,11.6923,11.8154,11.5077,11.6923,262450
GTN,20190808,11.7538,12.3077,11.6923,12.3077,431020
GTN,20190809,12.3077,12.3077,12.0923,12.0923,604460
GTN,20190812,12.0923,12.3077,12.0615,12.3077,218810
GTN,20190813,12.2462,12.2462,11.8462,12.0000,333140
GTN,20190814,12.1846,12.1846,11.9077,11.9385,240090
GTN,20190815,11.9385,12.0000,11.7847,11.8769,128360
GTN,20190816,11.8769,12.1846,11.8769,11.9385,199870
GTN,20190819,12.0000,12.0923,11.7539,12.0000,162270
GTN,20190820,12.1846,12.1846,11.9385,12.0000,226140
GTN,20190821,12.0615,12.0615,11.6308,11.6615,283050
GTN,20190822,11.6923,11.9385,11.6923,11.9385,187740
GTN,20190823,11.8770,11.9385,11.7231,11.7538,144700
GTN,20190826,11.6923,11.9076,11.6923,11.8769,89790
GTN,20190827,11.7846,11.8769,11.7538,11.8769,197950
GTN,20190828,11.8769,11.8769,11.6923,11.8154,163300
GTN,20190829,11.6923,11.8462,11.6923,11.8154,181950
GTN,20190830,11.8462,11.8462,11.6923,11.6923,190800
GTN,20190903,11.6923,11.7538,11.5692,11.6308,79750
GTN,20190904,11.5077,11.6923,11.4462,11.6308,47030
GTN,20190905,11.6308,11.7539,11.5077,11.6615,83970
GTN,20190906,11.6615,11.6923,11.5077,11.6615,277360
GTN,20190909,11.8153,12.3077,11.7538,12.3077,707270
GTN,20190910,12.6769,12.6769,12.0615,12.0923,637010
GTN,20190911,12.2461,12.2461,12.0923,12.0923,53040
GTN,20190912,11.8769,12.0615,11.7538,11.8154,217970
GTN,20190913,11.6308,11.8769,11.6308,11.7231,344860
GTN,20190916,11.6923,11.9077,11.6923,11.7538,63480
GTN,20190917,11.8461,11.8461,11.6923,11.7846,75940
GTN,20190918,11.7538,11.8154,11.6923,11.7231,141190
GTN,20190919,11.6923,11.8769,11.6923,11.8769,137990
GTN,20190920,11.8769,11.9077,11.7538,11.7538,102150
GTN,20190923,11.9076,12.2461,11.8153,11.9692,632780
GTN,20190924,11.8461,12.1538,11.8154,12.0923,94100
GTN,20190925,12.1231,12.1231,11.6923,11.9692,63300
GTN,20190926,11.9692,12.0000,11.7538,11.8154,99610
GTN,20190927,11.7539,11.8154,11.7231,11.7231,199730
GTN,20190930,11.7231,11.7846,11.6923,11.6923,121490
GTN,20191001,11.6615,11.8462,11.6308,11.8462,126950
GTN,20191002,11.9385,11.9385,11.8154,11.8154,213740
GTN,20191003,11.8769,11.8769,11.8154,11.8769,131160
GTN,20191004,11.8769,11.9384,11.7538,11.8154,127490
GTN,20191007,11.6923,11.8462,11.6923,11.7538,138640
GTN,20191008,11.6615,11.7846,11.6615,11.7538,87550
GTN,20191009,11.7230,11.8461,11.6923,11.7846,170650
GTN,20191010,11.8154,11.8461,11.7231,11.7231,118710
GTN,20191011,11.8462,11.8462,11.6923,11.7231,29610
GTN,20191014,11.7539,11.7846,11.7538,11.7538,80480
GTN,20191015,11.7538,11.8154,11.7538,11.8154,92210
GTN,20191016,11.8769,11.9692,11.8462,11.9385,37870
GTN,20191017,12.0000,12.3077,11.9385,12.3077,1611060
GTN,20191018,12.3077,12.3077,12.0615,12.0615,130390
GTN,20191021,12.0923,12.6153,12.0923,12.3077,1866200
GTN,20191022,12.3077,12.3077,12.1539,12.1846,497640
GTN,20191023,12.1231,12.3077,12.1231,12.3077,110860
GTN,20191024,12.2769,12.9231,12.2462,12.8000,4886120
GTN,20191025,12.8000,13.1385,12.5538,12.5538,651070
GTN,20191028,12.5538,12.8615,12.5538,12.8000,198710
GTN,20191029,12.6462,12.7385,12.3692,12.4000,450230
GTN,20191030,12.3385,12.6154,12.3385,12.4923,525520
GTN,20191031,12.5538,12.8615,12.4923,12.4923,502050
GTN,20191101,12.4308,12.6154,12.4308,12.5538,346200
GTN,20191104,12.5538,12.6153,12.4307,12.5538,436970
GTN,20191105,12.5846,13.4154,12.5538,13.4154,1702130
GTN,20191106,13.6616,13.7231,13.2308,13.3231,625660
GTN,20191107,13.1385,13.3539,13.1385,13.1385,255090
GTN,20191108,13.1693,13.4462,12.7385,12.7385,936450
GTN,20191111,12.8000,13.0462,12.4308,12.7385,650480
GTN,20191112,12.7385,13.3539,12.7385,13.1077,514180
GTN,20191113,13.1692,13.2923,12.8308,12.9231,272620
GTN,20191114,12.8000,13.1693,12.7693,12.8923,434840
GTN,20191115,12.8615,12.9231,12.7385,12.7385,415310
GTN,20191118,12.7385,12.8000,12.6154,12.7077,248730
GTN,20191119,12.6462,12.9231,12.6154,12.8308,275220
GTN,20191120,12.9231,12.9231,12.7385,12.8308,325380
GTN,20191121,12.8308,12.9846,12.8000,12.9231,257030
GTN,20191122,12.9231,12.9231,12.1231,12.1231,628260
GTN,20191125,12.2462,12.4923,11.8769,12.4308,519360
GTN,20191126,12.3385,12.6770,12.3385,12.6462,206690
GTN,20191127,12.6462,12.8000,12.6462,12.8000,170960
GTN,20191128,12.8923,12.9538,12.6154,12.8923,343200
GTN,20191129,12.8923,12.9231,12.8000,12.9231,185790
GTN,20191202,12.9231,13.0462,12.8000,12.8615,353190
GTN,20191203,12.8615,13.6000,12.6769,13.3538,635970
GTN,20191204,13.5384,13.5384,12.9538,12.9538,125740
GTN,20191205,12.9538,13.3538,12.9538,13.1692,2298180
GTN,20191206,13.2000,13.3538,13.1692,13.2308,189520
GTN,20191209,13.5385,13.7231,13.3539,13.5077,353340
GTN,20191210,13.5385,14.1539,13.3846,13.9077,970070
GTN,20191211,13.8154,14.1846,13.5385,13.5692,283040
GTN,20191212,13.6000,13.9077,13.4769,13.6615,222310
GTN,20191213,13.6615,13.7846,13.0461,13.1692,231600
GTN,20191216,13.2307,13.5384,12.8307,13.2923,444810
GTN,20191217,13.2923,13.2923,12.9846,13.2923,222430
GTN,20191218,12.9231,13.9077,12.8615,13.8769,723590
GTN,20191219,13.8769,13.9077,13.5384,13.5385,284310
GTN,20191220,13.5385,13.8154,13.2000,13.6923,142710
GTN,20191223,13.6615,13.8462,13.2923,13.8462,248680
GTN,20191224,13.7231,13.8462,13.5385,13.7231,74090
GTN,20191225,13.5385,13.7231,13.4154,13.4769,80850
GTN,20191226,13.4461,13.4461,12.5538,12.5538,594100
GTN,20191227,11.8769,12.3076,11.6923,11.6923,428980
GTN,20191230,11.2000,11.6923,10.8923,11.0769,458010
GTN,20191231,10.8307,11.7538,10.8307,11.6923,150870
GTN,20200102,11.8769,12.0000,11.5077,11.9385,111430
GTN,20200103,11.9385,11.9385,11.6000,11.6000,151260
GTN,20200106,11.3846,11.5077,11.2000,11.3231,47860
GTN,20200107,11.3846,11.6308,11.2616,11.6308,35600
GTN,20200108,11.3539,11.3846,11.0154,11.0769,142660
GTN,20200109,11.4461,11.4461,11.1692,11.3846,39930
GTN,20200110,11.4461,11.4769,11.1384,11.3231,76870
GTN,20200113,11.3539,11.3539,11.0769,11.2615,104770
GTN,20200114,11.3230,11.3230,11.1384,11.1692,64250
GTN,20200115,11.1384,11.2615,11.0769,11.2000,75220
GTN,20200116,11.2000,11.2308,10.9846,10.9846,92180
GTN,20200117,10.9846,11.0154,10.8308,10.8308,99820
GTN,20200120,10.8000,10.9539,10.5231,10.5846,78430
GTN,20200121,10.7692,11.3231,10.5846,11.2615,65730
GTN,20200122,11.2615,11.2615,11.0461,11.2000,109750
GTN,20200130,10.5846,11.2000,10.5846,11.2000,59630
GTN,20200131,10.6769,11.0154,10.5846,10.5846,92610
GTN,20200203,10.5846,10.5846,9.8461,10.0308,427200
GTN,20200204,9.9077,10.2462,9.5385,9.7231,162420
GTN,20200205,9.7231,10.0308,9.5385,9.8462,114700
GTN,20200206,10.1539,10.2462,9.7847,10.0308,108060
GTN,20200207,10.0923,10.1539,9.8462,10.0923,50000
GTN,20200210,9.9077,10.0308,9.8461,9.9077,122830
GTN,20200211,10.1539,10.1539,9.9077,10.1538,47020
GTN,20200212,10.1538,10.4000,10.0307,10.4000,49060
GTN,20200213,10.4000,10.6154,10.3385,10.5846,80450
GTN,20200214,10.5846,11.3231,10.5231,11.3231,250740
GTN,20200217,12.0923,12.0923,11.9693,12.0923,1642920
GTN,20200218,12.1846,12.2154,11.8154,12.0000,669760
GTN,20200219,11.8154,12.0000,11.1692,11.2000,683700
GTN,20200220,10.8308,11.2000,10.5846,10.6769,664300
GTN,20200221,10.7384,11.2615,10.5846,10.8615,605980
GTN,20200224,10.5230,10.8000,10.1846,10.1846,394530
GTN,20200225,9.8461,10.7692,9.8461,10.7692,452520
GTN,20200226,10.4615,10.7077,10.2461,10.2769,283270
GTN,20200227,9.5692,10.1538,9.5692,10.1538,479220
GTN,20200228,9.9692,10.0000,9.8153,9.9077,412980
GTN,20200302,9.8462,10.0923,9.8462,10.0000,165430
GTN,20200303,9.9692,10.2154,9.5385,10.0000,253430
GTN,20200304,10.0000,10.2462,10.0000,10.1846,156450
GTN,20200305,10.1538,10.4000,10.1538,10.3077,148090
GTN,20200306,10.3077,10.3077,10.0923,10.2769,59840
GTN,20200309,9.6000,9.9692,9.5692,9.5692,666610
GTN,20200310,9.1077,9.8154,9.1077,9.6615,233720
GTN,20200311,9.7846,9.9692,9.2000,9.4154,200900
GTN,20200312,8.8000,9.2000,8.7692,9.1692,572210
GTN,20200313,8.5538,8.8923,8.5538,8.7692,1106380
GTN,20200316,8.8923,8.9230,8.3384,8.3692,123670
GTN,20200317,7.9077,8.4923,7.8769,8.3692,196470
GTN,20200318,8.4923,8.5846,8.3692,8.4923,90400
GTN,20200319,8.0000,8.3077,8.0000,8.0615,144800
GTN,20200320,8.1846,8.2769,8.0615,8.1231,74950
GTN,20200323,8.6154,8.6154,7.7539,8.0000,304270
GTN,20200324,8.0000,8.5538,8.0000,8.5538,463240
GTN,20200325,8.9230,9.1385,8.8000,9.1385,824250
GTN,20200326,9.1077,9.7539,8.9231,8.9231,514540
GTN,20200327,8.9539,9.1077,8.6769,8.7692,395090
GTN,20200330,8.3692,8.8923,8.3077,8.6154,340980
GTN,20200331,8.4923,8.8616,8.3077,8.5846,450130
GTN,20200401,8.3692,9.1384,8.3692,9.0154,325660
GTN,20200403,9.1077,9.5077,8.9846,9.2308,673270
GTN,20200406,9.2923,9.3846,9.0462,9.3846,870050
GTN,20200407,9.3846,9.5077,9.0461,9.4154,783630
GTN,20200408,9.0769,9.2308,8.9846,9.2000,1088170
GTN,20200409,9.2308,9.6923,9.1692,9.5385,1140840
GTN,20200410,9.3539,9.5385,8.9847,9.2308,1091330
GTN,20200413,9.0462,9.2308,8.8616,9.0462,1074670
GTN,20200414,8.9231,9.0154,8.6462,9.0154,960990
GTN,20200415,9.0154,9.3231,8.8616,9.2923,954830
GTN,20200416,9.2308,9.4769,9.0461,9.3538,613130
GTN,20200417,9.4153,9.8153,9.3538,9.6615,1563140
GTN,20200420,9.7846,9.7846,9.3538,9.4769,1175230
GTN,20200421,9.2307,9.3538,8.8307,8.8923,1956940
GTN,20200422,8.6154,9.1385,8.6154,9.1385,1217050
GTN,20200423,9.1693,9.3231,8.6154,8.9846,3785370
GTN,20200424,8.9231,9.4461,8.7692,9.3846,2299770
GTN,20200427,9.4461,9.5692,9.2000,9.2923,1166770
GTN,20200428,9.2308,9.2308,8.9231,9.0769,1201760
