<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
RAL,20091203,12.4885,12.8914,11.9066,12.8913,216900,27.9000,28.8000,26.6000,28.8000,0,0,0
RAL,20091202,12.5333,12.9809,12.1752,12.4885,102460,28.0000,29.0000,27.2000,27.9000,0,0,0
RAL,20091201,12.7123,13.1599,12.7123,12.7571,119030,28.4000,29.4000,28.4000,28.5000,0,0,0
RAL,20091130,12.5333,12.9361,12.5333,12.7123,100750,28.0000,28.9000,28.0000,28.4000,0,0,0
RAL,20091127,12.1304,13.3390,12.1304,12.7123,280490,27.1000,29.8000,27.1000,28.4000,0,0,0
RAL,20091126,12.7571,12.7571,12.7571,12.7571,93880,28.5000,28.5000,28.5000,28.5000,0,100,0
RAL,20091125,13.6970,14.0999,13.4285,13.4285,215490,30.6000,31.5000,30.0000,30.0000,0,0,0
RAL,20091124,13.8761,14.1446,13.7418,14.0999,483450,31.0000,31.6000,30.7000,31.5000,0,0,0
RAL,20091123,14.5027,14.5475,13.4732,13.4732,863730,32.4000,32.5000,30.1000,30.1000,0,0,0
RAL,20091120,13.2494,13.2494,13.2494,13.2494,32280,29.6000,29.6000,29.6000,29.6000,0,0,0
RAL,20091119,13.2495,13.2495,13.2495,13.2494,41980,29.6000,29.6000,29.6000,29.6000,0,0,0
RAL,20091118,12.5333,12.6676,12.2647,12.6228,111090,28.0000,28.3000,27.4000,28.2000,0,0,0
RAL,20091117,12.3542,12.7123,12.1752,12.6228,141780,27.6000,28.4000,27.2000,28.2000,0,0,34600
RAL,20091116,12.5780,12.7570,12.1751,12.1752,127910,28.1000,28.5000,27.2000,27.2000,0,0,36750
RAL,20091113,12.1752,12.7123,12.1752,12.5780,71930,27.2000,28.4000,27.2000,28.1000,0,0,28650
RAL,20091112,12.4885,12.8466,11.9961,12.7571,81590,27.9000,28.7000,26.8000,28.5000,0,0,0
RAL,20091111,11.8618,12.2647,11.6380,12.2647,230720,26.5000,27.4000,26.0000,27.4000,0,0,100000
RAL,20091110,11.8171,12.0856,11.3247,11.6828,186600,26.4000,27.0000,25.3000,26.1000,0,0,0
RAL,20091109,12.3542,12.4885,11.9066,11.9066,94410,27.6000,27.9000,26.6000,26.6000,0,0,0
RAL,20091106,13.6523,13.6523,12.4885,12.4885,79830,30.5000,30.5000,27.9000,27.9000,0,0,0
RAL,20091105,12.9361,13.0704,12.5333,13.0704,94790,28.9000,29.2000,28.0000,29.2000,0,0,0
RAL,20091104,12.1752,12.9809,12.1752,12.4885,99370,27.2000,29.0000,27.2000,27.9000,0,0,0
RAL,20091103,12.7570,12.8018,12.5332,12.5333,113600,28.5000,28.6000,28.0000,28.0000,0,0,0
RAL,20091102,13.1599,13.1599,13.1599,13.1599,98970,29.4000,29.4000,29.4000,29.4000,62330,0,0
RAL,20091030,14.0551,14.5475,13.5627,13.8313,246430,31.4000,32.5000,30.3000,30.9000,0,0,0
RAL,20091029,14.0551,14.1446,14.0551,14.0551,301340,31.4000,31.6000,31.4000,31.4000,0,0,0
RAL,20091028,15.4428,15.5323,14.5476,14.7713,375100,34.5000,34.7000,32.5000,33.0000,0,0,0
RAL,20091027,15.3085,15.6218,15.3085,15.3085,307500,34.2000,34.9000,34.2000,34.2000,0,0,0
RAL,20091026,16.5618,16.8751,16.1142,16.1142,257560,37.0000,37.7000,36.0000,36.0000,27330,0,0
RAL,20091023,17.6808,17.6808,16.1590,16.9199,500130,39.5000,39.5000,36.1000,37.8000,0,1000,2840
RAL,20091022,16.3380,16.9199,16.1142,16.9199,875990,36.5000,37.8000,36.0000,37.8000,0,0,0
RAL,20091021,15.4428,16.2037,15.3980,16.1142,511960,34.5000,36.2000,34.4000,36.0000,0,40,600
RAL,20091020,15.7561,15.7561,15.4428,15.4428,363030,35.2000,35.2000,34.5000,34.5000,148660,0,50000
RAL,20091019,15.2637,16.0247,15.2637,15.4428,159030,34.1000,35.8000,34.1000,34.5000,150000,0,0
RAL,20091016,16.1142,16.3828,15.6666,15.6666,491010,36.0000,36.6000,35.0000,35.0000,0,0,0
RAL,20091015,15.9800,15.9800,15.6666,15.9799,381220,35.7000,35.7000,35.0000,35.7000,0,40,5000
RAL,20091014,14.6818,15.2189,14.6818,15.2190,434170,32.8000,34.0000,32.8000,34.0000,0,0,13750
RAL,20091013,14.7713,14.9504,14.5923,14.6818,431800,33.0000,33.4000,32.6000,32.8000,0,0,1000
RAL,20091012,14.9056,15.4428,14.8161,14.8161,356760,33.3000,34.5000,33.1000,33.1000,0,0,0
RAL,20091009,14.8608,14.8608,13.5180,14.8161,512970,33.2000,33.2000,30.2000,33.1000,0,0,0
RAL,20091008,14.0999,14.1894,13.4285,14.1894,330300,31.5000,31.7000,30.0000,31.7000,0,0,0
RAL,20091007,13.4732,13.5180,13.4284,13.5180,79060,30.1000,30.2000,30.0000,30.2000,0,1000,0
RAL,20091006,12.9809,13.1599,12.8914,12.8913,173500,29.0000,29.4000,28.8000,28.8000,0,0,0
RAL,20091005,12.8018,12.9808,12.4437,12.8466,214230,28.6000,29.0000,27.8000,28.7000,0,0,0
RAL,20091002,12.8913,13.3837,12.8018,12.8018,353890,28.8000,29.9000,28.6000,28.6000,0,0,50000
RAL,20091001,14.1447,14.1447,13.4732,13.4732,140040,31.6000,31.6000,30.1000,30.1000,0,0,500
RAL,20090930,14.2789,14.2789,13.8313,13.8761,212900,31.9000,31.9000,30.9000,31.0000,0,0,4000
RAL,20090929,13.6971,14.0551,13.6971,13.8313,224750,30.6000,31.4000,30.6000,30.9000,101000,200,0
RAL,20090928,14.4580,14.4580,13.8761,13.8761,190810,32.3000,32.3000,31.0000,31.0000,0,300,0
RAL,20090925,14.0999,14.5475,14.0999,14.1447,229520,31.5000,32.5000,31.5000,31.6000,0,0,0
RAL,20090924,14.8609,14.8609,14.3685,14.4132,130550,33.2000,33.2000,32.1000,32.2000,0,520,0
RAL,20090923,14.8608,14.8608,14.7713,14.8609,661350,33.2000,33.2000,33.0000,33.2000,101000,0,200
RAL,20090922,14.0999,14.2789,13.9209,14.1894,344260,31.5000,31.9000,31.1000,31.7000,0,0,5000
RAL,20090921,14.7714,14.7714,14.0999,14.0999,286350,33.0000,33.0000,31.5000,31.5000,0,200,0
RAL,20090918,14.1447,14.7266,14.1447,14.7266,336440,31.6000,32.9000,31.6000,32.9000,0,0,0
RAL,20090917,14.1447,14.5476,13.9657,14.2790,187790,31.6000,32.5000,31.2000,31.9000,0,0,0
RAL,20090916,14.4580,14.5028,14.1447,14.2790,261900,32.3000,32.4000,31.6000,31.9000,0,0,0
RAL,20090915,14.9952,14.9952,14.1447,14.6818,311900,33.5000,33.5000,31.6000,32.8000,0,0,0
RAL,20090914,14.3237,14.9504,14.3237,14.7266,587830,32.0000,33.4000,32.0000,32.9000,0,0,0
RAL,20090911,14.7714,14.7714,14.2342,14.3237,398370,33.0000,33.0000,31.8000,32.0000,0,5100,0
RAL,20090910,14.9056,15.6665,14.7266,14.7266,476790,33.3000,35.0000,32.9000,32.9000,0,1100,3000
RAL,20090909,15.4875,15.4875,15.2637,15.4875,860820,34.6000,34.6000,34.1000,34.6000,0,1100,0
RAL,20090908,14.7713,14.7713,14.7713,14.7713,938140,33.0000,33.0000,33.0000,33.0000,0,0,1000
RAL,20090907,13.8314,14.0999,13.7866,14.0999,849130,30.9000,31.5000,30.8000,31.5000,0,0,0
RAL,20090904,13.4285,13.7419,13.3838,13.4285,884010,30.0000,30.7000,29.9000,30.0000,0,3000,500
RAL,20090903,13.2046,13.2494,12.9808,13.1152,206230,29.5000,29.6000,29.0000,29.3000,0,0,0
RAL,20090901,13.1151,13.6075,13.1151,13.2494,190460,29.3000,30.4000,29.3000,29.6000,0,0,2500
RAL,20090831,13.4285,13.8314,13.2047,13.6075,195940,30.0000,30.9000,29.5000,30.4000,0,0,0
RAL,20090828,12.9809,13.4732,12.9809,13.3390,400670,29.0000,30.1000,29.0000,29.8000,200000,500,0
RAL,20090827,12.7571,13.1152,12.7571,12.9361,237630,28.5000,29.3000,28.5000,28.9000,100000,0,2500
RAL,20090826,12.9809,13.2047,12.7571,13.1152,128670,29.0000,29.5000,28.5000,29.3000,0,0,0
RAL,20090825,13.3389,13.5627,12.9808,13.1152,253480,29.8000,30.3000,29.0000,29.3000,0,100,0
RAL,20090824,12.9361,13.0256,12.7570,13.0256,359180,28.9000,29.1000,28.5000,29.1000,45000,0,43000
RAL,20090821,12.2199,12.4437,12.0856,12.4437,562560,27.3000,27.8000,27.0000,27.8000,150000,2500,75010
RAL,20090820,11.8171,11.9961,11.8171,11.8618,87070,26.4000,26.8000,26.4000,26.5000,0,0,4000
RAL,20090819,11.8618,12.0409,11.7275,11.8171,111650,26.5000,26.9000,26.2000,26.4000,0,0,500
RAL,20090818,11.6380,11.9961,11.6380,11.7723,25560,26.0000,26.8000,26.0000,26.3000,0,0,0
RAL,20090817,12.0856,12.0856,11.6827,12.0856,105720,27.0000,27.0000,26.1000,27.0000,0,0,47820
RAL,20090814,11.7273,12.1749,11.7273,12.0856,96330,26.2000,27.2000,26.2000,27.0000,0,500,35000
RAL,20090813,12.1670,12.1670,11.8628,11.9063,169170,28.0000,28.0000,27.3000,27.4000,0,0,35000
RAL,20090812,12.5581,12.6015,11.9497,12.1670,154200,28.9000,29.0000,27.5000,28.0000,0,0,3220
RAL,20090811,12.0366,12.1670,11.9063,12.1670,267300,27.7000,28.0000,27.4000,28.0000,0,8000,58000
RAL,20090810,11.2980,11.6021,11.2980,11.6021,99070,26.0000,26.7000,26.0000,26.7000,0,0,45000
RAL,20090807,11.2545,11.2545,11.0806,11.0807,20140,25.9000,25.9000,25.5000,25.5000,0,0,0
RAL,20090806,11.0806,11.5152,11.0806,11.2110,50430,25.5000,26.5000,25.5000,25.8000,0,0,6940
RAL,20090805,10.8634,11.1242,10.8634,11.1241,23220,25.0000,25.6000,25.0000,25.6000,0,0,0
RAL,20090804,11.1676,11.1676,10.9068,11.0807,39560,25.7000,25.7000,25.1000,25.5000,0,0,0
RAL,20090803,10.8635,11.2111,10.8635,11.0372,11810,25.0000,25.8000,25.0000,25.4000,0,0,0
RAL,20090731,11.0807,11.3849,11.0807,11.2980,40890,25.5000,26.2000,25.5000,26.0000,0,0,10000
RAL,20090730,11.0807,11.2111,10.6027,11.0807,43060,25.5000,25.8000,24.4000,25.5000,0,0,0
RAL,20090729,11.0372,11.3414,11.0372,11.0807,32690,25.4000,26.1000,25.4000,25.5000,0,0,0
RAL,20090728,11.4283,11.7325,11.3414,11.3414,77840,26.3000,27.0000,26.1000,26.1000,0,0,0
RAL,20090727,12.1235,12.1235,11.9063,11.9063,184860,27.9000,27.9000,27.4000,27.4000,0,0,60000
RAL,20090724,11.6021,11.6021,11.6021,11.6021,11210,26.7000,26.7000,26.7000,26.7000,0,0,0
RAL,20090723,10.6461,11.0806,10.6027,11.0807,42910,24.5000,25.5000,24.4000,25.5000,0,10000,0
RAL,20090722,10.6461,10.8199,10.5592,10.5592,47960,24.5000,24.9000,24.3000,24.3000,0,15000,30000
RAL,20090721,10.4289,10.5592,10.4289,10.5592,12240,24.0000,24.3000,24.0000,24.3000,0,0,0
RAL,20090720,10.4289,10.6027,10.3420,10.3854,82930,24.0000,24.4000,23.8000,23.9000,0,25000,30000
RAL,20090717,10.6896,11.2111,10.6896,10.8634,27070,24.6000,25.8000,24.6000,25.0000,0,0,0
RAL,20090716,11.3414,11.3414,10.3855,11.0807,65220,26.1000,26.1000,23.9000,25.5000,0,25000,0
RAL,20090715,11.3849,11.3849,10.6896,10.9069,17050,26.2000,26.2000,24.6000,25.1000,0,0,0
RAL,20090714,11.0807,11.2545,10.6027,11.0807,45460,25.5000,25.9000,24.4000,25.5000,0,0,0
RAL,20090713,11.1676,11.6021,11.0807,11.0807,28450,25.7000,26.7000,25.5000,25.5000,0,0,0
RAL,20090710,11.6456,11.7325,11.0807,11.6456,52300,26.8000,27.0000,25.5000,26.8000,0,8390,0
RAL,20090709,11.6456,11.9063,11.2979,11.6456,32820,26.8000,27.4000,26.0000,26.8000,0,0,2000
RAL,20090708,11.6022,11.9063,11.5153,11.5152,60450,26.7000,27.4000,26.5000,26.5000,0,0,1000
RAL,20090707,12.1670,12.1670,11.7325,11.9498,44610,28.0000,28.0000,27.0000,27.5000,0,1000,0
RAL,20090706,11.9497,12.1670,11.7325,12.1670,89840,27.5000,28.0000,27.0000,28.0000,0,0,0
RAL,20090703,10.6896,11.6021,10.6896,11.6021,75700,24.6000,26.7000,24.6000,26.7000,0,0,0
RAL,20090702,10.9938,11.1241,10.4289,11.0807,36660,25.3000,25.6000,24.0000,25.5000,0,0,0
RAL,20090701,10.8634,11.2979,10.8634,10.8634,72080,25.0000,26.0000,25.0000,25.0000,0,500,0
RAL,20090630,11.3414,11.3414,10.8635,11.3414,104640,26.1000,26.1000,25.0000,26.1000,0,2000,0
RAL,20090629,10.6896,11.0806,10.6896,10.8200,102700,24.6000,25.5000,24.6000,24.9000,0,0,41910
RAL,20090626,11.1241,11.6890,11.1241,11.1241,77020,25.6000,26.9000,25.6000,25.6000,0,0,0
RAL,20090625,12.3843,12.3843,11.5587,11.6021,54870,28.5000,28.5000,26.6000,26.7000,0,0,0
RAL,20090624,11.6455,12.3408,11.6455,12.1670,126520,26.8000,28.4000,26.8000,28.0000,0,0,0
RAL,20090623,11.7759,11.7759,11.7759,11.7759,7420,27.1000,27.1000,27.1000,27.1000,0,0,0
RAL,20090622,12.6016,12.6016,12.3843,12.3843,38270,29.0000,29.0000,28.5000,28.5000,0,0,0
RAL,20090619,13.2534,13.2969,12.7754,13.0361,77780,30.5000,30.6000,29.4000,30.0000,0,0,0
RAL,20090618,13.4707,13.6879,12.6450,13.2534,70910,31.0000,31.5000,29.1000,30.5000,0,6000,500
RAL,20090617,12.3843,13.2534,12.3843,13.2534,93710,28.5000,30.5000,28.5000,30.5000,0,0,0
RAL,20090616,13.2534,13.4706,13.0361,13.0361,155020,30.5000,31.0000,30.0000,30.0000,0,0,0
RAL,20090615,13.2099,13.8617,13.2099,13.6879,187890,30.4000,31.9000,30.4000,31.5000,0,0,0
RAL,20090612,14.3397,14.3397,13.4707,13.8617,177070,33.0000,33.0000,31.0000,31.9000,0,10500,14090
RAL,20090611,13.9051,14.0355,13.5575,13.9052,263280,32.0000,32.3000,31.2000,32.0000,0,30000,0
RAL,20090610,13.4706,13.6879,13.3837,13.3837,365850,31.0000,31.5000,30.8000,30.8000,0,1000,400
RAL,20090609,14.0790,14.5570,14.0790,14.0790,275050,32.4000,33.5000,32.4000,32.4000,0,0,0
RAL,20090608,14.1224,14.8177,14.1224,14.8177,510000,32.5000,34.1000,32.5000,34.1000,0,3500,22840
RAL,20090605,14.1224,14.1224,13.9051,14.1224,302000,32.5000,32.5000,32.0000,32.5000,0,0,29000
RAL,20090604,13.4707,13.8183,13.3838,13.4706,296140,31.0000,31.8000,30.8000,31.0000,0,10000,0
RAL,20090603,13.2534,13.6444,13.1665,13.1665,176410,30.5000,31.4000,30.3000,30.3000,0,16670,3000
RAL,20090602,14.6439,14.6439,13.6879,13.6879,260160,33.7000,33.7000,31.5000,31.5000,0,0,0
RAL,20090601,13.8182,13.9486,13.4706,13.9486,146960,31.8000,32.1000,31.0000,32.1000,0,2000,0
RAL,20090529,12.9927,13.2969,12.3409,13.2968,201810,29.9000,30.6000,28.4000,30.6000,0,0,2200
RAL,20090528,12.9058,13.3403,12.6885,12.6885,189540,29.7000,30.7000,29.2000,29.2000,0,3000,0
RAL,20090527,13.5576,13.7748,13.2099,13.3403,462660,31.2000,31.7000,30.4000,30.7000,100000,0,1100
RAL,20090526,14.9481,14.9916,13.6879,13.9052,713490,34.4000,34.5000,31.5000,32.0000,0,0,23300
RAL,20090525,14.3832,14.3832,14.3832,14.3832,39110,33.1000,33.1000,33.1000,33.1000,0,0,200
RAL,20090522,13.7314,13.7314,13.7314,13.7314,105020,31.6000,31.6000,31.6000,31.6000,0,0,0
RAL,20090521,12.6016,13.0796,12.2974,13.0796,537310,29.0000,30.1000,28.3000,30.1000,195000,0,24500
RAL,20090520,11.8194,12.7319,11.8194,12.4712,526290,27.2000,29.3000,27.2000,28.7000,0,40,0
RAL,20090519,12.1671,12.6016,12.0802,12.2105,312500,28.0000,29.0000,27.8000,28.1000,0,2000,6000
RAL,20090518,12.8189,12.8189,12.2105,12.6016,642650,29.5000,29.5000,28.1000,29.0000,0,25000,92100
RAL,20090515,12.2105,12.2105,12.2105,12.2105,97170,28.1000,28.1000,28.1000,28.1000,0,0,0
RAL,20090514,11.2110,11.6455,11.1676,11.6456,829640,25.8000,26.8000,25.7000,26.8000,20000,3000,30500
RAL,20090513,10.8634,11.1241,10.3420,11.1241,519870,25.0000,25.6000,23.8000,25.6000,0,29000,78560
RAL,20090512,9.9944,10.6462,9.9944,10.6027,276330,23.0000,24.5000,23.0000,24.4000,0,0,58020
RAL,20090511,10.5158,10.6027,10.2551,10.2551,275980,24.2000,24.4000,23.6000,23.6000,0,0,400
RAL,20090508,10.3420,11.2979,10.2985,10.7765,224340,23.8000,26.0000,23.7000,24.8000,0,0,0
RAL,20090507,10.6461,10.7765,10.5157,10.7765,252070,24.5000,24.8000,24.2000,24.8000,0,29000,0
RAL,20090506,10.8634,10.9938,10.4289,10.6461,388080,25.0000,25.3000,24.0000,24.5000,0,0,0
RAL,20090505,11.3848,11.3848,10.8634,10.8634,393330,26.2000,26.2000,25.0000,25.0000,0,60900,0
RAL,20090504,10.8634,10.8634,10.8634,10.8634,259450,25.0000,25.0000,25.0000,25.0000,0,0,0
RAL,20090429,9.8206,10.4289,9.7771,10.3854,415980,22.6000,24.0000,22.5000,23.9000,0,0,0
RAL,20090428,10.3420,10.5158,10.2551,10.2551,210070,23.8000,24.2000,23.6000,23.6000,0,0,0
RAL,20090427,9.9943,10.3420,9.7771,10.3420,166380,23.0000,23.8000,22.5000,23.8000,0,0,0
RAL,20090424,9.9943,10.2116,9.7336,10.0378,337880,23.0000,23.5000,22.4000,23.1000,0,0,0
RAL,20090423,10.4723,10.6461,9.9943,9.9943,235670,24.1000,24.5000,23.0000,23.0000,0,0,0
RAL,20090422,10.4288,10.4723,10.2550,10.4723,560690,24.0000,24.1000,23.6000,24.1000,0,0,30000
RAL,20090421,9.9944,10.5158,9.9944,9.9943,658720,23.0000,24.2000,23.0000,23.0000,0,10000,41490
RAL,20090420,10.5158,10.8634,10.5158,10.5158,254790,24.2000,25.0000,24.2000,24.2000,0,10000,40000
RAL,20090417,11.0372,11.0372,10.5158,11.0372,989430,25.4000,25.4000,24.2000,25.4000,22987,0,51550
RAL,20090416,10.5158,10.5158,10.5158,10.5158,71290,24.2000,24.2000,24.2000,24.2000,0,0,60000
RAL,20090415,10.0378,10.0378,10.0378,10.0378,970560,23.1000,23.1000,23.1000,23.1000,70000,0,736320
RAL,20090414,9.5598,9.5598,9.5598,9.5598,130260,22.0000,22.0000,22.0000,22.0000,210000,0,40000
RAL,20090413,9.1252,9.1252,9.0818,9.1253,420740,21.0000,21.0000,20.9000,21.0000,70000,20000,350000
RAL,20090410,8.6908,8.6908,8.6473,8.6907,375710,20.0000,20.0000,19.9000,20.0000,0,50000,330650
RAL,20090409,8.2559,8.3428,7.9952,8.2997,50720,19.0000,19.2000,18.4000,19.1000,0,0,5000
RAL,20090408,8.2559,8.6237,8.2559,8.2559,142210,20.2000,21.1000,20.2000,20.2000,0,11600,89500
RAL,20090407,8.2559,8.6646,8.2559,8.6646,153720,20.2000,21.2000,20.2000,21.2000,0,0,0
RAL,20090403,8.2558,8.2558,8.2558,8.2559,48890,20.2000,20.2000,20.2000,20.2000,0,0,2000
RAL,20090402,7.8880,7.8880,7.5202,7.8880,35850,19.3000,19.3000,18.4000,19.3000,0,0,0
RAL,20090401,7.5202,7.5202,7.3567,7.5202,90160,18.4000,18.4000,18.0000,18.4000,0,0,0
RAL,20090331,7.1115,7.3159,7.0298,7.1932,76930,17.4000,17.9000,17.2000,17.6000,0,0,1000
RAL,20090330,7.3567,7.6837,7.3159,7.3976,25960,18.0000,18.8000,17.9000,18.1000,0,0,10000
RAL,20090327,7.7246,7.7654,7.1932,7.6837,38720,18.9000,19.0000,17.6000,18.8000,0,2000,0
RAL,20090326,7.3158,7.3976,7.1523,7.3976,35030,17.9000,18.1000,17.5000,18.1000,0,0,1000
RAL,20090325,6.8662,7.1932,6.8662,7.0706,30590,16.8000,17.6000,16.8000,17.3000,0,10200,0
RAL,20090324,7.0298,7.0707,6.8663,7.0706,70890,17.2000,17.3000,16.8000,17.3000,0,20000,0
RAL,20090323,7.1115,7.1115,6.7437,6.7437,14750,17.4000,17.4000,16.5000,16.5000,0,0,0
RAL,20090320,6.7437,7.0706,6.7437,6.9889,38590,16.5000,17.3000,16.5000,17.1000,0,15000,0
RAL,20090319,7.1932,7.3158,6.9888,6.9889,44730,17.6000,17.9000,17.1000,17.1000,0,0,0
RAL,20090318,7.1933,7.1933,6.9072,7.1932,71290,17.6000,17.6000,16.9000,17.6000,0,1000,0
RAL,20090317,6.5802,6.8663,6.5802,6.8663,38070,16.1000,16.8000,16.1000,16.8000,0,0,11830
RAL,20090316,6.5802,6.5802,6.5393,6.5393,31700,16.1000,16.1000,16.0000,16.0000,0,0,31150
RAL,20090313,6.4985,6.7437,6.4985,6.5393,36010,15.9000,16.5000,15.9000,16.0000,0,10,27020
RAL,20090312,6.7436,6.8663,6.7436,6.7437,1540,16.5000,16.8000,16.5000,16.5000,0,0,0
RAL,20090311,6.9480,6.9889,6.8254,6.9480,21400,17.0000,17.1000,16.7000,17.0000,0,300,0
RAL,20090310,6.6619,6.9889,6.6619,6.7028,10600,16.3000,17.1000,16.3000,16.4000,0,0,0
